date,10y_treasury_rate
5/18/2017,0.0223
5/19/2017,0.0223
5/20/2017,0.0223
5/21/2017,0.0223
5/22/2017,0.0225
5/23/2017,0.0229
5/24/2017,0.0226
5/25/2017,0.0225
5/26/2017,0.0225
5/27/2017,0.0225
5/28/2017,0.0225
5/29/2017,0.0225
5/30/2017,0.0221
5/31/2017,0.0221
6/1/2017,0.0221
6/2/2017,0.0215
6/3/2017,0.0215
6/4/2017,0.0215
6/5/2017,0.0218
6/6/2017,0.0214
6/7/2017,0.0218
6/8/2017,0.0219
6/9/2017,0.0221
6/10/2017,0.0221
6/11/2017,0.0221
6/12/2017,0.0221
6/13/2017,0.0221
6/14/2017,0.0215
6/15/2017,0.0216
6/16/2017,0.0216
6/17/2017,0.0216
6/18/2017,0.0216
6/19/2017,0.0219
6/20/2017,0.0216
6/21/2017,0.0216
6/22/2017,0.0215
6/23/2017,0.0215
6/24/2017,0.0215
6/25/2017,0.0215
6/26/2017,0.0214
6/27/2017,0.0221
6/28/2017,0.0222
6/29/2017,0.0227
6/30/2017,0.0231
7/1/2017,0.0231
7/2/2017,0.0231
7/3/2017,0.0235
7/4/2017,0.0235
7/5/2017,0.0233
7/6/2017,0.0237
7/7/2017,0.0239
7/8/2017,0.0239
7/9/2017,0.0239
7/10/2017,0.0238
7/11/2017,0.0237
7/12/2017,0.0233
7/13/2017,0.0235
7/14/2017,0.0233
7/15/2017,0.0233
7/16/2017,0.0233
7/17/2017,0.0231
7/18/2017,0.0227
7/19/2017,0.0227
7/20/2017,0.0227
7/21/2017,0.0224
7/22/2017,0.0224
7/23/2017,0.0224
7/24/2017,0.0226
7/25/2017,0.0233
7/26/2017,0.0229
7/27/2017,0.0232
7/28/2017,0.023
7/29/2017,0.023
7/30/2017,0.023
7/31/2017,0.023
